City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Magadan,26,RU,1561677388,75,59.56,150.8,50.69,6.89
Windhoek,21,NA,1561677388,37,-22.57,17.08,51.01,1.63
Kashary,52,RU,1561677389,58,49.04,41.01,63.97,7.47
Chapais,1,CA,1561677237,68,49.78,-74.86,69.8,9.17
Mateare,40,NI,1561677389,52,12.24,-86.43,91.4,18.34
Muttupet,100,IN,1561677389,53,10.4,79.48,83.11,11.45
Visnes,36,NO,1561677390,76,59.36,5.22,53.6,17.22
Uyuni,13,BO,1561677390,22,-20.46,-66.82,38.74,13.91
Preobrazheniye,52,RU,1561677390,69,42.9,133.91,59.13,3.91
Xixiang,40,CN,1561677391,84,22.58,113.87,87.01,3.36
Launceston,93,AU,1561677391,93,-41.43,147.14,48.99,10.29
Kailua,75,US,1561677391,88,21.39,-157.74,84.0,10.29
Totness,1,US,1561677392,48,33.74,-80.8,89.01,10.29
Quesnel,90,CA,1561677392,87,52.98,-122.49,57.2,6.93
Rena,0,ES,1561677393,43,39.05,-5.81,66.19,6.55
Nefteyugansk,40,RU,1561677393,100,61.09,72.61,48.2,6.71
Gunjur,40,GM,1561677393,83,13.18,-16.76,80.6,4.7
Tuburan,75,PH,1561677394,83,10.73,123.82,80.6,5.82
Macomer,0,IT,1561677394,94,40.26,8.77,77.0,3.36
Kibala,47,TD,1561677394,86,9.11,18.35,74.54,4.32
Kilis,0,TR,1561677394,36,36.72,37.12,75.2,7.96
Jaisalmer,0,IN,1561677395,66,26.91,70.91,83.57,21.68
Chifeng,100,CN,1561677395,81,42.27,118.96,63.04,2.66
Krasnoarmeysk,90,RU,1561677395,100,56.12,38.15,59.0,11.18
Warrnambool,98,AU,1561677396,75,-38.38,142.48,55.0,11.01
Umm Bab,1,QA,1561677396,38,25.21,50.81,89.6,1.12
Langfang,100,CN,1561677396,78,39.51,116.7,80.01,8.95
Sabirabad,0,AZ,1561677397,69,40.01,48.48,75.2,6.93
Lebedinyy,34,RU,1561677397,44,58.52,125.52,65.12,10.58
Yulara,0,AU,1561677397,47,-25.24,130.99,35.6,4.7
Witu,20,KE,1561677398,86,-2.39,40.44,78.8,6.93
Aksu,75,KZ,1561677398,76,52.04,76.93,53.6,11.18
Gonzalez,40,AR,1561677398,81,-42.79,-65.06,42.8,16.11
Shahgarh,79,IN,1561677399,55,24.31,79.12,86.04,16.46
Wuwei,96,CN,1561677399,39,37.93,102.64,66.11,9.26
Muzhi,97,RU,1561677399,72,65.4,64.7,52.38,7.45
Caluquembe,0,AO,1561677400,57,-13.78,14.68,52.4,1.52
Erenhot,0,CN,1561677400,32,43.65,111.97,67.73,19.55
Gravdal,1,NO,1561677401,76,59.79,5.78,53.6,17.22
Cao Bang,57,VN,1561677401,83,22.67,106.25,78.84,1.5
Port Hawkesbury,90,CA,1561677401,76,45.62,-61.36,57.99,5.82
Olga,1,US,1561677402,57,34.11,-118.17,82.99,5.82
Jacareacanga,17,BR,1561677402,68,-6.22,-57.76,77.8,1.41
Maralal,79,KE,1561677402,78,1.1,36.7,63.22,5.86
Rumonge,60,BI,1561677403,66,-3.97,29.44,65.29,3.96
Pokhara,29,NP,1561677236,83,28.21,83.99,54.49,2.35
Camacari,5,BR,1561677250,97,-12.7,-38.32,68.69,2.66
Aksarka,94,RU,1561677403,58,66.56,67.8,51.26,11.54
Terrace Bay,27,CA,1561677404,56,48.78,-87.1,68.26,6.53
Mahon,20,IE,1561677404,68,51.89,-8.4,64.4,23.04
Nyrob,2,RU,1561677404,81,60.74,56.73,46.73,3.02
Aswan,0,EG,1561677263,12,24.09,32.9,96.8,9.17
Le Port,0,FR,1561677405,42,42.87,1.37,81.0,1.99
Ada,0,US,1561677405,62,34.77,-96.68,89.6,9.17
Monrovia,75,LR,1561677405,94,6.33,-10.8,77.0,6.53
Karlskoga,4,SE,1561677406,71,59.33,14.52,55.0,4.7
Dalbandin,0,PK,1561677406,8,28.9,64.41,83.34,9.24
Summerside,90,CA,1561677406,100,46.39,-63.79,57.2,8.05
Porangatu,41,BR,1561677406,46,-13.44,-49.14,74.36,2.51
Sao Joao da Barra,0,BR,1561677381,83,-21.64,-41.05,75.2,4.7
Xinzhou,79,CN,1561677407,68,38.41,112.73,66.11,0.45
Troy,40,US,1561677356,37,42.73,-73.69,84.2,12.75
Chivacoa,20,VE,1561677408,48,10.16,-68.9,82.4,10.29
Ust-Omchug,79,RU,1561677408,62,61.13,149.63,52.9,10.25
Bereda,0,ES,1561677408,93,43.27,-7.54,64.0,2.24
Imeni Poliny Osipenko,99,RU,1561677409,47,52.42,136.49,67.77,3.8
Eagan,75,US,1561677116,61,44.82,-93.17,78.01,5.82
Olinda,20,AU,1561677409,62,-37.84,145.39,59.0,19.46
Piracanjuba,0,BR,1561677409,53,-17.3,-49.02,70.18,6.91
San Jose de Sisa,75,PE,1561677410,290,-6.62,-76.69,62.6,3.36
Pandamatenga,0,BW,1561677410,74,-18.54,25.64,52.16,4.74
Meridian,1,US,1561677242,16,43.61,-116.39,81.0,9.17
Zhigalovo,100,RU,1561677411,68,54.81,105.15,65.12,0.65
Pilar,0,AR,1561677411,66,-34.46,-58.91,57.2,4.7
Maniitsoq,0,GL,1561677412,64,65.42,-52.9,41.9,25.95
Kysyl-Syr,98,RU,1561677412,56,63.9,122.77,72.92,4.43
Ipixuna,20,BR,1561677412,79,-1.76,-48.8,84.2,4.7
Sinnai,0,IT,1561677412,73,39.3,9.2,78.8,5.82
Lypova Dolyna,0,UA,1561677413,93,50.56,33.8,59.15,10.94
Kyabram,0,AU,1561677413,81,-36.31,145.05,51.01,8.99
Shache,99,CN,1561677413,83,38.42,77.24,75.0,9.13
Mareeba,81,AU,1561677414,73,-16.99,145.42,78.01,12.75
Ozark,20,US,1561677389,52,37.02,-93.21,91.0,4.7
Waingapu,0,ID,1561677414,71,-9.65,120.26,70.13,10.11
Sortland,99,NO,1561677414,65,68.69,15.42,46.4,20.8
Nemuro,100,JP,1561677415,82,43.32,145.57,48.83,12.82
Gobabis,0,NA,1561677415,33,-22.45,18.97,59.0,3.36
Teknaf,100,BD,1561677415,81,20.86,92.31,84.44,10.65
Boldumsaz,0,TM,1561677416,33,42.13,59.67,80.6,4.7
Nurota,29,UZ,1561677416,36,40.56,65.69,75.2,9.17
Malihabad,19,IN,1561677416,62,26.92,80.71,87.8,5.82
Barra Patuca,15,HN,1561677417,81,15.8,-84.28,83.45,14.09
Luwuk,100,ID,1561677193,95,-0.95,122.79,65.47,4.94
Qalyub,0,EG,1561677417,69,30.18,31.21,82.4,10.29
Taft,94,PH,1561677418,87,11.9,125.42,79.25,4.97
Suntar,95,RU,1561677418,58,62.16,117.65,72.68,1.86
Norsup,100,VU,1561677418,89,-16.07,167.38,76.05,16.4
Fuerte Olimpo,63,BR,1561677418,65,-21.04,-57.87,76.48,11.9
Coruripe,0,BR,1561677419,93,-10.12,-36.18,68.38,4.16
Weihai,71,CN,1561677419,33,37.5,122.11,81.0,5.99
Ardabil,0,IR,1561677419,76,38.25,48.3,55.4,6.93
Santa Isabel,1,MX,1561677420,16,32.63,-115.58,102.2,8.05
Madang,100,CN,1561677420,88,35.32,102.79,40.82,3.42
Khani,40,GE,1561677420,94,41.96,42.96,73.4,2.24
Titay,99,PH,1561677421,87,7.87,122.56,80.1,8.79
Ostersund,99,SE,1561677421,81,63.18,14.64,46.0,13.87
Monster,90,NL,1561677421,82,52.03,4.17,60.01,5.82
Merauke,83,ID,1561677421,84,-8.49,140.4,79.29,23.53
Carutapera,26,BR,1561677422,81,-1.2,-46.02,79.06,8.1
Kantunilkin,40,MX,1561677422,66,21.1,-87.49,87.8,8.05
La Orilla,69,MX,1561677422,66,18.0,-102.23,86.47,10.09
Okoneshnikovo,47,RU,1561677423,93,54.84,75.08,47.56,6.67
Shumskiy,67,RU,1561677423,66,54.83,99.13,65.45,1.77
Ilebo,99,CD,1561677423,93,-4.33,20.59,69.5,2.01
Requena,0,ES,1561677424,65,39.49,-1.1,77.0,2.24
Ariguani,94,CO,1561677424,64,10.25,-74.0,83.75,5.1
Elizabeth City,20,US,1561677344,51,36.3,-76.22,90.0,5.82
Savannah Bight,0,HN,1561677425,80,16.45,-85.85,83.29,17.94
Mukhen,95,RU,1561677425,59,48.19,136.14,64.82,5.21
Okha,0,RU,1561677425,63,53.59,142.95,55.06,12.8
Bam,0,IR,1561677425,17,29.11,58.36,66.83,3.53
Bundi,19,IN,1561677426,52,25.44,75.64,89.37,12.84
Unai,0,BR,1561677426,61,-16.36,-46.91,66.98,3.42
Shelopugino,35,RU,1561677427,51,51.65,117.56,65.41,5.39
Chillicothe,1,US,1561677427,94,39.33,-82.98,84.0,4.38
Mecca,38,SA,1561677427,42,21.43,39.83,86.42,5.12
San Quintin,100,PH,1561677427,96,17.54,120.52,74.48,5.06
Idlib,0,SY,1561677428,74,35.93,36.64,79.0,20.8
Yarmouth,90,CA,1561677135,77,43.84,-66.12,63.0,12.75
Egvekinot,100,RU,1561677428,95,66.32,-179.17,43.81,6.44
Knyaze-Volkonskoye,0,RU,1561677428,72,48.46,135.46,59.0,2.24
Katangli,0,RU,1561677313,55,51.71,143.23,63.99,10.71
Glenwood Springs,1,US,1561677429,27,39.55,-107.33,89.6,13.87
Atikokan,89,CA,1561677429,46,48.76,-91.62,75.02,5.12
Cestas,0,FR,1561677430,62,44.74,-0.68,84.2,6.93
Canon City,1,US,1561677430,5,39.46,-117.13,82.4,9.17
Tono,75,JP,1561677430,93,39.35,141.52,64.4,14.99
Rossland,35,CA,1561677214,34,49.08,-117.8,66.99,5.99
Barber,1,US,1561677431,24,39.71,-121.84,81.0,4.7
Salekhard,85,RU,1561677431,63,66.54,66.62,51.34,9.08
Mwene-Ditu,10,CD,1561677431,46,-7.01,23.45,67.88,4.79
Tarbes,0,FR,1561677432,83,43.23,0.08,79.0,3.36
Mackay,90,CA,1561677432,93,53.65,-115.58,64.4,2.24
Kushima,75,JP,1561677432,94,31.5,131.29,75.2,4.7
Caraquet,90,CA,1561677433,100,47.79,-64.94,57.2,5.82
Port Angeles,90,US,1561677166,87,48.12,-123.43,66.99,6.93
Houston,1,US,1561676914,65,29.76,-95.37,88.0,7.78
Wladyslawowo,75,PL,1561677434,93,54.79,18.4,62.01,4.7
Luganville,100,VU,1561677434,93,-15.51,167.18,73.84,3.67
Oudtshoorn,0,ZA,1561677435,17,-33.59,22.2,57.2,12.75
Benguela,87,AO,1561677435,82,-12.58,13.4,68.58,15.7
The Pas,1,CA,1561677435,43,53.82,-101.24,73.4,3.36
Adelaide,0,AU,1561677234,51,-34.93,138.6,63.0,20.8
Palanit,100,PH,1561677436,78,12.32,124.34,84.08,18.16
Bucerias,75,MX,1561677429,52,20.76,-105.33,89.01,9.17
Chicama,40,PE,1561677436,82,-7.84,-79.15,66.2,9.17
Betanzos,0,ES,1561677437,93,43.28,-8.21,64.0,2.24
General Pico,31,AR,1561677437,59,-35.66,-63.75,46.75,8.68
Havre,40,US,1561677437,60,48.55,-109.68,75.2,11.41
Zelenoborsk,53,RU,1561677437,61,61.47,64.05,50.62,2.42
Sunbury,20,AU,1561677438,62,-37.58,144.73,59.0,19.46
Batsfjord,40,NO,1561677438,75,70.63,29.72,41.0,12.75
Loningen,75,DE,1561677438,76,52.73,7.77,59.0,5.82
Derzhavinsk,99,KZ,1561677438,66,51.1,66.31,57.02,10.0
Dedza,0,MW,1561677439,92,-14.38,34.33,48.31,3.56
Houma,100,CN,1561677439,87,35.63,111.36,66.37,8.16
Sompeta,100,IN,1561677439,68,18.93,84.6,83.99,3.76
Yurty,15,RU,1561677440,58,56.05,97.64,68.36,2.06
Achit,86,RU,1561677440,95,56.8,57.9,47.36,8.12
Balasore,100,IN,1561677440,83,21.5,86.92,82.49,1.92
Rietavas,0,LT,1561677441,87,55.72,21.93,53.6,4.7
Mishkino,0,RU,1561677441,93,56.22,46.62,48.2,6.71
Mount Isa,0,AU,1561677271,63,-20.73,139.49,60.8,3.36
Troitsko-Pechorsk,30,RU,1561677442,65,62.71,56.19,49.28,1.7
Dudinka,75,RU,1561677442,81,69.41,86.18,44.6,8.95
Shymkent,90,KZ,1561677442,46,42.31,69.59,69.8,6.71
Wawa,19,NG,1561677443,92,9.9,4.41,74.29,4.21
Sovetskiy,0,RU,1561677443,90,56.76,48.47,43.45,5.79
Chamba,0,IN,1561677444,38,32.56,76.12,69.93,9.78
Dawson Creek,20,CA,1561677444,87,55.76,-120.23,60.8,6.93
Yining,96,CN,1561677444,78,29.04,114.56,82.76,1.01
Solnechnyy,100,RU,1561677444,46,50.72,136.64,68.81,1.54
Abu Samrah,0,SY,1561677254,50,35.3,37.18,73.19,10.78
Shalinskoye,10,RU,1561677445,70,55.72,93.76,68.31,0.74
Kamenka,55,MD,1561677446,76,48.03,28.7,63.0,9.89
Douentza,76,ML,1561677446,25,15.01,-2.95,93.51,2.08
Carbonia,0,IT,1561677446,73,39.17,8.53,78.8,5.82
Atar,0,MR,1561677447,11,20.52,-13.05,94.54,15.19
Rocha,45,UY,1561677447,84,-34.48,-54.34,43.29,8.23
Nokia,0,FI,1561677447,66,61.48,23.51,53.6,6.93
Pulsano,0,IT,1561677447,78,40.38,17.36,78.01,9.17
Pravokumskoye,0,RU,1561677448,59,44.77,44.65,75.08,7.14
Khandbari,74,NP,1561677448,89,27.38,87.21,55.64,2.26
Tyrma,59,RU,1561677448,45,50.04,132.17,65.52,4.07
Madimba,75,CM,1561677449,100,4.42,9.93,75.2,1.12
Marfino,90,RU,1561677449,100,56.07,37.56,59.0,11.18
Vestmanna,100,FO,1561677253,100,62.16,-7.17,50.0,13.87
Khor,96,RU,1561677449,83,47.88,134.96,59.45,8.12
Treinta y Tres,50,UY,1561677450,84,-33.23,-54.39,44.1,7.02
Diffa,46,NE,1561677450,39,13.32,12.61,88.94,8.03
Kautokeino,98,NO,1561677450,66,69.01,23.04,38.63,11.77
Timizart,0,DZ,1561677451,80,36.8,4.25,74.21,17.52
Wajima,100,JP,1561677451,97,37.4,136.9,70.24,10.25
Pervomayskoye,0,RU,1561677451,85,57.07,86.23,66.29,2.26
Baoshan,83,CN,1561677452,88,31.41,121.49,95.0,6.71
Molteno,0,ZA,1561677452,43,-31.4,26.36,52.33,19.82
Cairns,72,AU,1561677430,73,-16.92,145.77,78.01,12.75
Inuvik,75,CA,1561677434,36,68.36,-133.71,60.8,5.82
Talas,93,KG,1561677453,44,42.52,72.24,60.28,4.7
Belaya Gora,15,RU,1561677453,25,68.54,146.19,67.93,8.75
Sao Lourenco do Sul,0,BR,1561677453,100,-31.37,-51.98,53.6,6.93
Minab,63,IR,1561677454,52,27.15,57.07,91.4,0.63
Alma,40,US,1561677454,23,39.28,-106.06,80.6,23.04
El Estor,100,GT,1561677454,96,15.53,-89.34,74.21,1.34
Wanaka,18,NZ,1561677455,73,-44.7,169.14,37.12,4.79
Raymondville,20,US,1561677455,58,37.34,-91.83,87.8,8.05
Talaya,0,RU,1561677455,93,55.79,84.89,57.2,2.19
Sao Gabriel da Cachoeira,35,BR,1561677268,94,-0.13,-67.09,75.2,0.81
Balkhash,24,KZ,1561677456,34,46.84,74.98,76.99,11.41
Sao Mateus,25,BR,1561677456,94,-18.72,-39.86,70.11,3.56
Acari,27,BR,1561677456,72,-6.44,-36.64,75.46,16.67
Polis,75,CY,1561677457,88,35.04,32.42,75.2,6.93
Barillas,100,ES,1561677457,28,41.97,-1.66,84.2,13.87
Changji,68,CN,1561677457,67,32.07,116.17,83.84,3.89
Kon Tum,66,VN,1561677457,98,14.36,108.0,72.43,2.1
Edd,94,ER,1561677458,34,13.93,41.69,92.38,9.24
Inongo,90,CD,1561677458,82,-1.93,18.29,73.73,1.97
Zaraza,0,VE,1561677459,79,9.35,-65.33,75.71,6.89
Hinundayan,100,PH,1561677459,77,10.35,125.25,79.61,4.74
Kijang,75,KR,1561677460,83,35.24,129.21,75.2,9.17
Roald,40,NO,1561677460,81,62.58,6.12,51.8,11.41
Uttarkashi,0,IN,1561677460,54,30.73,78.44,59.33,5.21
Mersin,75,TR,1561677460,83,36.81,34.63,81.0,2.24
Kasongo,70,CD,1561677461,80,-4.43,26.67,72.95,2.21
General Roca,0,AR,1561677461,54,-39.03,-67.58,55.4,6.93
Marrakesh,40,MA,1561677461,64,31.63,-7.99,71.6,10.29
Nador,75,MA,1561677462,83,35.17,-2.93,73.4,8.05
Samarkand,31,UZ,1561677462,38,39.65,66.98,73.4,6.93
Grand Gaube,75,MU,1561677462,78,-20.01,57.66,73.4,16.11
Angoche,0,MZ,1561677463,97,-16.23,39.91,63.04,5.82
Santa Marinella,0,IT,1561677463,78,42.04,11.87,81.0,4.7
Yermakovskoye,99,RU,1561677463,87,53.28,92.4,63.83,1.74
Naron,0,ES,1561677464,93,43.52,-8.15,64.0,2.24
Ajdabiya,0,LY,1561677464,87,30.75,20.22,76.05,10.42
Mersing,22,MY,1561677464,89,2.43,103.84,76.9,2.28
Uddevalla,31,SE,1561677464,76,58.35,11.94,61.0,3.36
Port-Cartier,90,CA,1561677465,87,50.03,-66.88,57.0,9.17
Emba,75,CY,1561677465,88,34.81,32.42,75.2,6.93
Pangnirtung,75,CA,1561677465,52,66.15,-65.72,46.4,20.8
Maragogi,4,BR,1561677360,92,-9.01,-35.22,70.58,4.59
Kuusamo,0,FI,1561677466,81,65.96,29.19,42.8,5.82
Likasi,0,CD,1561677466,63,-10.99,26.74,52.09,4.54
Bagepalli,40,IN,1561677466,100,13.78,77.8,71.6,11.41
Mhango,97,TZ,1561677467,74,-2.75,33.92,65.07,3.44
Wairoa,0,NZ,1561677467,71,-39.04,177.43,48.99,4.0
Haradok,89,BY,1561677467,84,55.46,29.99,55.55,13.33
Chalmette,75,US,1561677467,74,29.94,-89.96,96.8,12.75
Katima Mulilo,0,NA,1561677468,55,-17.5,24.28,60.8,4.7
Baoqing,100,CN,1561677468,95,46.32,132.2,59.63,1.19
Umm Kaddadah,24,SD,1561677469,34,13.6,26.69,90.22,11.5
Yangambi,100,CD,1561677469,98,0.77,24.47,67.68,2.62
Zirc,0,HU,1561677469,59,47.26,17.87,66.2,9.17
Kimbe,65,PG,1561677470,71,-5.56,150.15,83.54,1.16
Kandalaksha,13,RU,1561677470,88,67.15,32.41,40.84,9.13
Aanekoski,0,FI,1561677470,66,62.6,25.73,50.0,10.29
Baykit,66,RU,1561677471,40,61.68,96.39,74.18,5.12
Atbasar,97,KZ,1561677471,76,51.81,68.36,49.75,8.57
Iskateley,100,RU,1561677471,76,67.68,53.15,53.1,6.02
Yasnyy,99,RU,1561677471,68,64.04,44.09,49.99,5.06
Kroya,0,ID,1561677472,70,-6.5,108.06,74.03,7.9
Camocim,26,BR,1561677472,88,-2.9,-40.84,74.97,6.13
Flin Flon,75,CA,1561677472,40,54.77,-101.88,71.6,10.29
Angoram,92,PG,1561677473,90,-4.06,144.07,79.29,2.37
Nobeoka,100,JP,1561677473,90,32.66,131.66,72.0,2.66
Begun,88,IN,1561677473,68,24.99,75.01,83.86,9.62
Jinchang,100,CN,1561677473,40,38.52,102.19,61.34,6.98
Koroni,0,GR,1561677474,88,36.8,21.96,79.0,5.26
Palma del Rio,0,ES,1561677474,60,37.7,-5.28,78.8,6.93
Tierra Blanca,43,MX,1561677474,79,18.45,-96.36,81.79,5.44
Pedasi,100,PA,1561677475,88,7.53,-80.03,77.09,2.55
Ovsyanka,81,RU,1561677475,43,53.58,126.91,70.45,3.67
Marovoay,20,MG,1561677476,73,-16.11,46.64,73.4,4.7
Lanigan,77,CA,1561677476,62,51.85,-105.03,71.03,9.84
Tevriz,3,RU,1561677476,89,57.51,72.4,46.76,2.84
Xiongzhou,54,CN,1561677477,94,32.34,118.83,84.0,4.47
Panaba,50,MX,1561677477,78,21.28,-88.27,82.19,13.56
Labytnangi,68,RU,1561677477,77,66.66,66.39,46.53,0.29
Biak,100,ID,1561677478,95,-0.91,122.88,65.47,4.94
Stromness,1,CA,1561677478,44,42.87,-79.55,84.2,4.7
Humaita,0,AR,1561677478,66,-24.93,-65.37,55.4,10.29
Bosanski Brod,75,BA,1561677479,100,45.14,17.99,66.2,5.82
Mundelein,90,US,1561677479,78,42.26,-88.0,91.4,17.22
Cedar City,1,US,1561677290,7,37.68,-113.06,84.2,18.34
Borba,39,BR,1561677480,73,-4.39,-59.59,79.49,1.95
Maracaibo,20,CO,1561677480,61,3.41,-75.78,82.4,13.87
Krasnyy Chikoy,100,RU,1561677481,97,50.36,108.75,53.17,8.08
Tymovskoye,52,RU,1561677481,43,50.85,142.66,67.3,1.99
Tual,75,ID,1561677185,84,-5.67,132.75,78.34,18.16
San Luis,74,AR,1561677481,39,-33.3,-66.34,50.36,6.02
Chilon,0,BO,1561677482,74,-18.0,-64.64,55.26,3.87
Valeni,98,RO,1561677482,84,46.59,28.06,66.67,12.35
Susangerd,0,IR,1561677482,34,31.56,48.19,93.2,4.7
Mangaldai,75,IN,1561677483,100,26.43,92.03,80.6,1.52
Bambanglipuro,90,ID,1561677483,75,-7.95,110.28,77.0,13.49
Auki,17,NG,1561677483,75,12.18,6.51,77.33,11.12
Shahrud,43,IR,1561677484,66,36.42,54.97,56.5,3.74
Taldom,100,RU,1561677484,97,56.73,37.53,54.72,15.95
Maple Creek,100,CA,1561677485,70,49.91,-109.46,70.56,16.51
Horta,20,BR,1561677485,65,-10.93,-37.66,80.6,10.29
Soe,40,EE,1561677485,93,57.91,26.05,53.6,6.93
Pahrump,1,US,1561677486,7,36.21,-115.98,99.0,16.11
Djenne,97,ML,1561677486,37,13.91,-4.55,90.67,7.11
Palanga,67,RO,1561677486,67,44.45,25.08,73.49,6.71
Inta,73,RU,1561677487,73,66.04,60.13,50.47,7.47
Manuk Mangkaw,62,PH,1561677487,77,4.8,119.85,84.53,10.76
Isla Vista,20,US,1561677488,64,34.41,-119.86,79.0,8.05
Sisimiut,91,GL,1561677488,85,66.94,-53.67,36.05,25.14
Nettuno,0,IT,1561677488,53,41.46,12.66,80.01,4.7
